run_id,scenario_key,scale,seed,map_signature,split,split_reason
74,S1|A|F0|H0|L2|1,S1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,train,S1-S9 train split; lower-scale training set
239,S1|A|F4|H0|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
240,S1|A|F4|H4|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
241,S1|A|F1|H0|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
242,S1|A|F1|H1|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
243,S1|A|F2|H0|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
244,S1|A|F2|H2|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
245,S1|A|F3|H0|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
246,S1|A|F3|H3|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
247,S1|A|F4|H0|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
248,S1|A|F4|H4|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
249,S1|B|F1|H0|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
250,S1|B|F1|H1|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
251,S1|B|F2|H0|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
252,S1|B|F2|H2|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
253,S1|B|F3|H0|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
254,S1|B|F3|H3|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
255,S1|B|F4|H0|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
256,S1|B|F4|H4|L1|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
257,S1|B|F1|H0|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
258,S1|B|F1|H1|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
259,S1|B|F2|H0|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
260,S1|B|F2|H2|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
261,S1|B|F3|H0|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
262,S1|B|F3|H3|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
263,S1|B|F4|H0|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
264,S1|B|F4|H4|L2|3,S1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,train,S1-S9 train split; lower-scale training set
265,S1|A|F1|H0|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
266,S1|A|F1|H1|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
267,S1|A|F2|H0|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
268,S1|A|F2|H2|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
269,S1|A|F3|H0|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
270,S1|A|F3|H3|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
271,S1|A|F4|H0|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
272,S1|A|F4|H4|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
273,S1|A|F1|H0|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
274,S1|A|F1|H1|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
275,S1|A|F2|H0|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
276,S1|A|F2|H2|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
277,S1|A|F3|H0|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
278,S1|A|F3|H3|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
279,S1|A|F4|H0|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
280,S1|A|F4|H4|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
281,S1|B|F1|H0|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
282,S1|B|F1|H1|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
283,S1|B|F2|H0|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
284,S1|B|F2|H2|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
285,S1|B|F3|H0|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
286,S1|B|F3|H3|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
287,S1|B|F4|H0|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
288,S1|B|F4|H4|L1|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
289,S1|B|F1|H0|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
290,S1|B|F1|H1|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
291,S1|B|F2|H0|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
292,S1|B|F2|H2|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
293,S1|B|F3|H0|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
294,S1|B|F3|H3|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
295,S1|B|F4|H0|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
296,S1|B|F4|H4|L2|4,S1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,train,S1-S9 train split; lower-scale training set
297,S2|A|F1|H0|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
298,S2|A|F1|H1|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
299,S2|A|F2|H0|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
300,S2|A|F2|H2|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
301,S2|A|F3|H0|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
302,S2|A|F3|H3|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
303,S2|A|F4|H0|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
304,S2|A|F4|H4|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
305,S2|A|F1|H0|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
306,S2|A|F1|H1|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
307,S2|A|F2|H0|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
308,S2|A|F2|H2|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
309,S2|A|F3|H0|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
310,S2|A|F3|H3|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
311,S2|A|F4|H0|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
312,S2|A|F4|H4|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
313,S2|B|F1|H0|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
314,S2|B|F1|H1|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
315,S2|B|F2|H0|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
316,S2|B|F2|H2|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
317,S2|B|F3|H0|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
318,S2|B|F3|H3|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
319,S2|B|F4|H0|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
320,S2|B|F4|H4|L1|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
321,S2|B|F1|H0|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
322,S2|B|F1|H1|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
323,S2|B|F2|H0|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
324,S2|B|F2|H2|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
325,S2|B|F3|H0|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
326,S2|B|F3|H3|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
327,S2|B|F4|H0|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
328,S2|B|F4|H4|L2|1,S2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,train,S1-S9 train split; lower-scale training set
329,S2|A|F1|H0|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
330,S2|A|F1|H1|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
331,S2|A|F2|H0|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
332,S2|A|F2|H2|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
333,S2|A|F3|H0|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
334,S2|A|F3|H3|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
335,S2|A|F4|H0|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
336,S2|A|F4|H4|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
337,S2|A|F1|H0|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
338,S2|A|F1|H1|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
339,S2|A|F2|H0|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
340,S2|A|F2|H2|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
341,S2|A|F3|H0|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
342,S2|A|F3|H3|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
343,S2|A|F4|H0|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
344,S2|A|F4|H4|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
345,S2|B|F1|H0|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
346,S2|B|F1|H1|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
347,S2|B|F2|H0|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
348,S2|B|F2|H2|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
349,S2|B|F3|H0|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
350,S2|B|F3|H3|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
351,S2|B|F4|H0|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
352,S2|B|F4|H4|L1|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
353,S2|B|F1|H0|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
354,S2|B|F1|H1|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
355,S2|B|F2|H0|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
356,S2|B|F2|H2|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
357,S2|B|F3|H0|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
358,S2|B|F3|H3|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
359,S2|B|F4|H0|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
360,S2|B|F4|H4|L2|2,S2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,train,S1-S9 train split; lower-scale training set
361,S2|A|F1|H0|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
362,S2|A|F1|H1|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
363,S2|A|F2|H0|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
364,S2|A|F2|H2|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
365,S2|A|F3|H0|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
366,S2|A|F3|H3|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
367,S2|A|F4|H0|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
368,S2|A|F4|H4|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
369,S2|A|F1|H0|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
370,S2|A|F1|H1|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
371,S2|A|F2|H0|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
372,S2|A|F2|H2|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
373,S2|A|F3|H0|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
374,S2|A|F3|H3|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
375,S2|A|F4|H0|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
376,S2|A|F4|H4|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
377,S2|B|F1|H0|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
378,S2|B|F1|H1|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
379,S2|B|F2|H0|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
380,S2|B|F2|H2|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
381,S2|B|F3|H0|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
382,S2|B|F3|H3|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
383,S2|B|F4|H0|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
384,S2|B|F4|H4|L1|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
385,S2|B|F1|H0|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
386,S2|B|F1|H1|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
387,S2|B|F2|H0|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
388,S2|B|F2|H2|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
389,S2|B|F3|H0|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
390,S2|B|F3|H3|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
391,S2|B|F4|H0|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
392,S2|B|F4|H4|L2|3,S2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,train,S1-S9 train split; lower-scale training set
393,S2|A|F1|H0|L1|4,S2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,train,S1-S9 train split; lower-scale training set
394,S2|A|F1|H1|L1|4,S2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,train,S1-S9 train split; lower-scale training set
395,S2|A|F2|H0|L1|4,S2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,train,S1-S9 train split; lower-scale training set
396,S2|A|F2|H2|L1|4,S2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,train,S1-S9 train split; lower-scale training set
397,S2|A|F3|H0|L1|4,S2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,train,S1-S9 train split; lower-scale training set
398,S2|A|F3|H3|L1|4,S2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,train,S1-S9 train split; lower-scale training set
399,S2|A|F4|H0|L1|4,S2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,train,S1-S9 train split; lower-scale training set
400,S2|A|F4|H4|L1|4,S2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,train,S1-S9 train split; lower-scale training set
401,S2|A|F1|H0|L2|4,S2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,train,S1-S9 train split; lower-scale training set
