id,server_time,node_id,seq,uptime_ms,mode,last_command,temp_c,humidity,pressure_hpa,rssi_dbm,battery_v,wifi_ip,raw_json
182,2026-06-04T22:32:30.176621+00:00,NODE_01,275,275000,NORMAL,NONE,29.14,73.65,1008.87,-56,4.04,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 275, ""uptime_ms"": 275000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.14, ""humidity"": 73.65, ""pressure_hpa"": 1008.87, ""rssi_dbm"": -56, ""battery_v"": 4.04, ""wifi_ip"": ""192.168.1.101""}"
183,2026-06-04T22:32:35.271163+00:00,NODE_01,276,276000,NORMAL,NONE,29.63,72.71,1008.8,-61,4.03,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 276, ""uptime_ms"": 276000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.63, ""humidity"": 72.71, ""pressure_hpa"": 1008.8, ""rssi_dbm"": -61, ""battery_v"": 4.03, ""wifi_ip"": ""192.168.1.101""}"
184,2026-06-04T22:32:40.340326+00:00,NODE_01,277,277000,NORMAL,NONE,28.24,73.27,1008.06,-58,4.08,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 277, ""uptime_ms"": 277000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.24, ""humidity"": 73.27, ""pressure_hpa"": 1008.06, ""rssi_dbm"": -58, ""battery_v"": 4.08, ""wifi_ip"": ""192.168.1.101""}"
185,2026-06-04T22:32:45.397829+00:00,NODE_01,278,278000,NORMAL,NONE,28.46,73.39,1008.64,-57,4.05,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 278, ""uptime_ms"": 278000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.46, ""humidity"": 73.39, ""pressure_hpa"": 1008.64, ""rssi_dbm"": -57, ""battery_v"": 4.05, ""wifi_ip"": ""192.168.1.101""}"
186,2026-06-04T22:32:50.457701+00:00,NODE_01,279,279000,NORMAL,NONE,28.64,70.7,1008.82,-63,4.06,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 279, ""uptime_ms"": 279000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.64, ""humidity"": 70.7, ""pressure_hpa"": 1008.82, ""rssi_dbm"": -63, ""battery_v"": 4.06, ""wifi_ip"": ""192.168.1.101""}"
187,2026-06-04T22:32:55.516444+00:00,NODE_01,280,280000,NORMAL,NONE,28.84,72.06,1008.46,-53,4.07,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 280, ""uptime_ms"": 280000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.84, ""humidity"": 72.06, ""pressure_hpa"": 1008.46, ""rssi_dbm"": -53, ""battery_v"": 4.07, ""wifi_ip"": ""192.168.1.101""}"
188,2026-06-04T22:33:00.571631+00:00,NODE_01,281,281000,NORMAL,NONE,29.55,71.49,1008.26,-65,4.04,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 281, ""uptime_ms"": 281000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.55, ""humidity"": 71.49, ""pressure_hpa"": 1008.26, ""rssi_dbm"": -65, ""battery_v"": 4.04, ""wifi_ip"": ""192.168.1.101""}"
189,2026-06-04T22:33:05.629342+00:00,NODE_01,282,282000,NORMAL,NONE,28.41,71.99,1008.62,-52,4.07,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 282, ""uptime_ms"": 282000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.41, ""humidity"": 71.99, ""pressure_hpa"": 1008.62, ""rssi_dbm"": -52, ""battery_v"": 4.07, ""wifi_ip"": ""192.168.1.101""}"
190,2026-06-04T22:33:10.697280+00:00,NODE_01,283,283000,NORMAL,NONE,28.4,72.29,1008.3,-62,4.01,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 283, ""uptime_ms"": 283000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.4, ""humidity"": 72.29, ""pressure_hpa"": 1008.3, ""rssi_dbm"": -62, ""battery_v"": 4.01, ""wifi_ip"": ""192.168.1.101""}"
191,2026-06-04T22:33:15.764314+00:00,NODE_01,284,284000,NORMAL,NONE,29.52,72.68,1008.05,-53,4.07,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 284, ""uptime_ms"": 284000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.52, ""humidity"": 72.68, ""pressure_hpa"": 1008.05, ""rssi_dbm"": -53, ""battery_v"": 4.07, ""wifi_ip"": ""192.168.1.101""}"
192,2026-06-04T22:33:20.864520+00:00,NODE_01,285,285000,NORMAL,NONE,28.86,72.63,1008.96,-50,4.07,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 285, ""uptime_ms"": 285000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.86, ""humidity"": 72.63, ""pressure_hpa"": 1008.96, ""rssi_dbm"": -50, ""battery_v"": 4.07, ""wifi_ip"": ""192.168.1.101""}"
193,2026-06-04T22:33:25.924975+00:00,NODE_01,286,286000,NORMAL,NONE,28.54,71.49,1008.7,-50,4.0,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 286, ""uptime_ms"": 286000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.54, ""humidity"": 71.49, ""pressure_hpa"": 1008.7, ""rssi_dbm"": -50, ""battery_v"": 4.0, ""wifi_ip"": ""192.168.1.101""}"
194,2026-06-04T22:33:30.980977+00:00,NODE_01,287,287000,NORMAL,NONE,29.4,72.96,1008.3,-52,4.0,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 287, ""uptime_ms"": 287000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.4, ""humidity"": 72.96, ""pressure_hpa"": 1008.3, ""rssi_dbm"": -52, ""battery_v"": 4.0, ""wifi_ip"": ""192.168.1.101""}"
195,2026-06-04T22:33:36.047143+00:00,NODE_01,288,288000,NORMAL,NONE,28.26,72.51,1008.07,-58,4.05,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 288, ""uptime_ms"": 288000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.26, ""humidity"": 72.51, ""pressure_hpa"": 1008.07, ""rssi_dbm"": -58, ""battery_v"": 4.05, ""wifi_ip"": ""192.168.1.101""}"
196,2026-06-04T22:33:41.130450+00:00,NODE_01,289,289000,NORMAL,NONE,29.91,70.21,1008.2,-53,4.04,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 289, ""uptime_ms"": 289000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.91, ""humidity"": 70.21, ""pressure_hpa"": 1008.2, ""rssi_dbm"": -53, ""battery_v"": 4.04, ""wifi_ip"": ""192.168.1.101""}"
197,2026-06-04T22:33:46.191952+00:00,NODE_01,290,290000,NORMAL,NONE,28.31,71.04,1008.52,-63,4.08,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 290, ""uptime_ms"": 290000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.31, ""humidity"": 71.04, ""pressure_hpa"": 1008.52, ""rssi_dbm"": -63, ""battery_v"": 4.08, ""wifi_ip"": ""192.168.1.101""}"
198,2026-06-04T22:33:51.251087+00:00,NODE_01,291,291000,NORMAL,NONE,29.6,70.92,1008.5,-57,4.07,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 291, ""uptime_ms"": 291000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.6, ""humidity"": 70.92, ""pressure_hpa"": 1008.5, ""rssi_dbm"": -57, ""battery_v"": 4.07, ""wifi_ip"": ""192.168.1.101""}"
199,2026-06-04T22:33:56.321837+00:00,NODE_01,292,292000,NORMAL,NONE,29.7,72.83,1008.91,-63,4.1,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 292, ""uptime_ms"": 292000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.7, ""humidity"": 72.83, ""pressure_hpa"": 1008.91, ""rssi_dbm"": -63, ""battery_v"": 4.1, ""wifi_ip"": ""192.168.1.101""}"
200,2026-06-04T22:34:01.389212+00:00,NODE_01,293,293000,NORMAL,NONE,29.11,70.53,1008.14,-61,4.09,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 293, ""uptime_ms"": 293000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.11, ""humidity"": 70.53, ""pressure_hpa"": 1008.14, ""rssi_dbm"": -61, ""battery_v"": 4.09, ""wifi_ip"": ""192.168.1.101""}"
201,2026-06-04T22:34:06.466371+00:00,NODE_01,294,294000,NORMAL,NONE,28.78,70.98,1008.26,-65,4.01,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 294, ""uptime_ms"": 294000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.78, ""humidity"": 70.98, ""pressure_hpa"": 1008.26, ""rssi_dbm"": -65, ""battery_v"": 4.01, ""wifi_ip"": ""192.168.1.101""}"
202,2026-06-04T22:34:11.559329+00:00,NODE_01,295,295000,NORMAL,NONE,28.37,73.81,1008.32,-55,4.02,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 295, ""uptime_ms"": 295000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.37, ""humidity"": 73.81, ""pressure_hpa"": 1008.32, ""rssi_dbm"": -55, ""battery_v"": 4.02, ""wifi_ip"": ""192.168.1.101""}"
203,2026-06-04T22:34:16.614168+00:00,NODE_01,296,296000,NORMAL,NONE,28.49,70.01,1008.16,-63,4.1,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 296, ""uptime_ms"": 296000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.49, ""humidity"": 70.01, ""pressure_hpa"": 1008.16, ""rssi_dbm"": -63, ""battery_v"": 4.1, ""wifi_ip"": ""192.168.1.101""}"
204,2026-06-04T22:34:21.672731+00:00,NODE_01,297,297000,NORMAL,NONE,29.41,73.68,1008.87,-54,4.08,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 297, ""uptime_ms"": 297000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.41, ""humidity"": 73.68, ""pressure_hpa"": 1008.87, ""rssi_dbm"": -54, ""battery_v"": 4.08, ""wifi_ip"": ""192.168.1.101""}"
205,2026-06-04T22:34:26.732193+00:00,NODE_01,298,298000,NORMAL,NONE,29.36,71.42,1008.51,-54,4.04,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 298, ""uptime_ms"": 298000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.36, ""humidity"": 71.42, ""pressure_hpa"": 1008.51, ""rssi_dbm"": -54, ""battery_v"": 4.04, ""wifi_ip"": ""192.168.1.101""}"
206,2026-06-04T22:34:31.791521+00:00,NODE_01,299,299000,NORMAL,NONE,29.13,71.27,1008.01,-55,4.02,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 299, ""uptime_ms"": 299000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.13, ""humidity"": 71.27, ""pressure_hpa"": 1008.01, ""rssi_dbm"": -55, ""battery_v"": 4.02, ""wifi_ip"": ""192.168.1.101""}"
207,2026-06-04T22:34:36.851979+00:00,NODE_01,300,300000,NORMAL,NONE,28.11,70.1,1008.59,-59,4.02,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 300, ""uptime_ms"": 300000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.11, ""humidity"": 70.1, ""pressure_hpa"": 1008.59, ""rssi_dbm"": -59, ""battery_v"": 4.02, ""wifi_ip"": ""192.168.1.101""}"
208,2026-06-04T22:34:41.911836+00:00,NODE_01,301,301000,NORMAL,NONE,29.43,72.58,1008.6,-58,4.0,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 301, ""uptime_ms"": 301000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.43, ""humidity"": 72.58, ""pressure_hpa"": 1008.6, ""rssi_dbm"": -58, ""battery_v"": 4.0, ""wifi_ip"": ""192.168.1.101""}"
209,2026-06-04T22:34:46.973368+00:00,NODE_01,302,302000,NORMAL,NONE,28.15,73.74,1008.82,-60,4.1,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 302, ""uptime_ms"": 302000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.15, ""humidity"": 73.74, ""pressure_hpa"": 1008.82, ""rssi_dbm"": -60, ""battery_v"": 4.1, ""wifi_ip"": ""192.168.1.101""}"
210,2026-06-04T22:34:52.033345+00:00,NODE_01,303,303000,NORMAL,NONE,29.74,71.81,1008.15,-50,4.05,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 303, ""uptime_ms"": 303000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.74, ""humidity"": 71.81, ""pressure_hpa"": 1008.15, ""rssi_dbm"": -50, ""battery_v"": 4.05, ""wifi_ip"": ""192.168.1.101""}"
211,2026-06-04T22:34:57.100002+00:00,NODE_01,304,304000,NORMAL,NONE,29.15,72.61,1008.26,-62,4.05,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 304, ""uptime_ms"": 304000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.15, ""humidity"": 72.61, ""pressure_hpa"": 1008.26, ""rssi_dbm"": -62, ""battery_v"": 4.05, ""wifi_ip"": ""192.168.1.101""}"
212,2026-06-04T22:35:02.140769+00:00,NODE_01,305,305000,NORMAL,NONE,28.83,70.24,1008.54,-62,4.08,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 305, ""uptime_ms"": 305000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.83, ""humidity"": 70.24, ""pressure_hpa"": 1008.54, ""rssi_dbm"": -62, ""battery_v"": 4.08, ""wifi_ip"": ""192.168.1.101""}"
213,2026-06-04T22:35:07.191421+00:00,NODE_01,306,306000,NORMAL,NONE,28.65,70.03,1008.25,-58,4.09,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 306, ""uptime_ms"": 306000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.65, ""humidity"": 70.03, ""pressure_hpa"": 1008.25, ""rssi_dbm"": -58, ""battery_v"": 4.09, ""wifi_ip"": ""192.168.1.101""}"
214,2026-06-04T22:35:12.250451+00:00,NODE_01,307,307000,NORMAL,NONE,29.18,70.4,1008.01,-53,4.01,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 307, ""uptime_ms"": 307000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.18, ""humidity"": 70.4, ""pressure_hpa"": 1008.01, ""rssi_dbm"": -53, ""battery_v"": 4.01, ""wifi_ip"": ""192.168.1.101""}"
215,2026-06-04T22:35:17.350627+00:00,NODE_01,308,308000,NORMAL,NONE,28.88,70.67,1008.72,-55,4.09,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 308, ""uptime_ms"": 308000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.88, ""humidity"": 70.67, ""pressure_hpa"": 1008.72, ""rssi_dbm"": -55, ""battery_v"": 4.09, ""wifi_ip"": ""192.168.1.101""}"
216,2026-06-04T22:35:22.452829+00:00,NODE_01,309,309000,NORMAL,NONE,29.18,72.13,1008.39,-61,4.07,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 309, ""uptime_ms"": 309000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.18, ""humidity"": 72.13, ""pressure_hpa"": 1008.39, ""rssi_dbm"": -61, ""battery_v"": 4.07, ""wifi_ip"": ""192.168.1.101""}"
217,2026-06-04T22:35:27.519088+00:00,NODE_01,310,310000,NORMAL,NONE,28.58,73.39,1008.91,-56,4.09,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 310, ""uptime_ms"": 310000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.58, ""humidity"": 73.39, ""pressure_hpa"": 1008.91, ""rssi_dbm"": -56, ""battery_v"": 4.09, ""wifi_ip"": ""192.168.1.101""}"
218,2026-06-04T22:35:32.581246+00:00,NODE_01,311,311000,NORMAL,NONE,28.93,73.52,1008.82,-61,4.07,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 311, ""uptime_ms"": 311000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.93, ""humidity"": 73.52, ""pressure_hpa"": 1008.82, ""rssi_dbm"": -61, ""battery_v"": 4.07, ""wifi_ip"": ""192.168.1.101""}"
219,2026-06-04T22:35:37.649129+00:00,NODE_01,312,312000,NORMAL,NONE,29.24,71.3,1008.0,-57,4.05,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 312, ""uptime_ms"": 312000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.24, ""humidity"": 71.3, ""pressure_hpa"": 1008.0, ""rssi_dbm"": -57, ""battery_v"": 4.05, ""wifi_ip"": ""192.168.1.101""}"
220,2026-06-04T22:35:42.706253+00:00,NODE_01,313,313000,NORMAL,NONE,29.85,70.82,1008.4,-50,4.06,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 313, ""uptime_ms"": 313000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.85, ""humidity"": 70.82, ""pressure_hpa"": 1008.4, ""rssi_dbm"": -50, ""battery_v"": 4.06, ""wifi_ip"": ""192.168.1.101""}"
221,2026-06-04T22:35:47.804770+00:00,NODE_01,314,314000,NORMAL,NONE,28.43,72.35,1008.92,-54,4.05,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 314, ""uptime_ms"": 314000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.43, ""humidity"": 72.35, ""pressure_hpa"": 1008.92, ""rssi_dbm"": -54, ""battery_v"": 4.05, ""wifi_ip"": ""192.168.1.101""}"
222,2026-06-04T22:35:52.902971+00:00,NODE_01,315,315000,NORMAL,NONE,29.09,71.45,1008.31,-61,4.1,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 315, ""uptime_ms"": 315000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.09, ""humidity"": 71.45, ""pressure_hpa"": 1008.31, ""rssi_dbm"": -61, ""battery_v"": 4.1, ""wifi_ip"": ""192.168.1.101""}"
223,2026-06-04T22:35:57.974648+00:00,NODE_01,316,316000,NORMAL,NONE,29.2,71.55,1008.45,-59,4.09,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 316, ""uptime_ms"": 316000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.2, ""humidity"": 71.55, ""pressure_hpa"": 1008.45, ""rssi_dbm"": -59, ""battery_v"": 4.09, ""wifi_ip"": ""192.168.1.101""}"
224,2026-06-04T22:36:03.032182+00:00,NODE_01,317,317000,NORMAL,NONE,29.66,70.13,1008.96,-60,4.07,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 317, ""uptime_ms"": 317000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.66, ""humidity"": 70.13, ""pressure_hpa"": 1008.96, ""rssi_dbm"": -60, ""battery_v"": 4.07, ""wifi_ip"": ""192.168.1.101""}"
225,2026-06-04T22:36:08.102890+00:00,NODE_01,318,318000,NORMAL,NONE,29.43,72.93,1008.06,-62,4.01,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 318, ""uptime_ms"": 318000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.43, ""humidity"": 72.93, ""pressure_hpa"": 1008.06, ""rssi_dbm"": -62, ""battery_v"": 4.01, ""wifi_ip"": ""192.168.1.101""}"
226,2026-06-04T22:36:13.157924+00:00,NODE_01,319,319000,NORMAL,NONE,29.0,72.29,1008.92,-53,4.1,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 319, ""uptime_ms"": 319000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.0, ""humidity"": 72.29, ""pressure_hpa"": 1008.92, ""rssi_dbm"": -53, ""battery_v"": 4.1, ""wifi_ip"": ""192.168.1.101""}"
227,2026-06-04T22:36:18.257305+00:00,NODE_01,320,320000,NORMAL,NONE,28.76,70.45,1008.73,-54,4.06,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 320, ""uptime_ms"": 320000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.76, ""humidity"": 70.45, ""pressure_hpa"": 1008.73, ""rssi_dbm"": -54, ""battery_v"": 4.06, ""wifi_ip"": ""192.168.1.101""}"
228,2026-06-04T22:36:23.328362+00:00,NODE_01,321,321000,NORMAL,NONE,28.06,73.29,1008.85,-55,4.03,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 321, ""uptime_ms"": 321000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.06, ""humidity"": 73.29, ""pressure_hpa"": 1008.85, ""rssi_dbm"": -55, ""battery_v"": 4.03, ""wifi_ip"": ""192.168.1.101""}"
229,2026-06-04T22:36:28.391692+00:00,NODE_01,322,322000,NORMAL,NONE,28.99,72.32,1008.85,-58,4.06,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 322, ""uptime_ms"": 322000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.99, ""humidity"": 72.32, ""pressure_hpa"": 1008.85, ""rssi_dbm"": -58, ""battery_v"": 4.06, ""wifi_ip"": ""192.168.1.101""}"
230,2026-06-04T22:36:33.457044+00:00,NODE_01,323,323000,NORMAL,NONE,28.61,73.09,1008.25,-63,4.09,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 323, ""uptime_ms"": 323000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.61, ""humidity"": 73.09, ""pressure_hpa"": 1008.25, ""rssi_dbm"": -63, ""battery_v"": 4.09, ""wifi_ip"": ""192.168.1.101""}"
231,2026-06-04T22:36:38.517218+00:00,NODE_01,324,324000,NORMAL,NONE,28.01,72.41,1008.06,-61,4.08,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 324, ""uptime_ms"": 324000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.01, ""humidity"": 72.41, ""pressure_hpa"": 1008.06, ""rssi_dbm"": -61, ""battery_v"": 4.08, ""wifi_ip"": ""192.168.1.101""}"
232,2026-06-04T22:36:43.631868+00:00,NODE_01,325,325000,NORMAL,NONE,28.19,73.94,1008.55,-51,4.09,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 325, ""uptime_ms"": 325000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.19, ""humidity"": 73.94, ""pressure_hpa"": 1008.55, ""rssi_dbm"": -51, ""battery_v"": 4.09, ""wifi_ip"": ""192.168.1.101""}"
233,2026-06-04T22:36:48.744456+00:00,NODE_01,326,326000,NORMAL,NONE,29.19,73.85,1008.6,-60,4.08,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 326, ""uptime_ms"": 326000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.19, ""humidity"": 73.85, ""pressure_hpa"": 1008.6, ""rssi_dbm"": -60, ""battery_v"": 4.08, ""wifi_ip"": ""192.168.1.101""}"
234,2026-06-04T22:36:53.839870+00:00,NODE_01,327,327000,NORMAL,NONE,29.55,70.07,1008.81,-51,4.04,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 327, ""uptime_ms"": 327000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.55, ""humidity"": 70.07, ""pressure_hpa"": 1008.81, ""rssi_dbm"": -51, ""battery_v"": 4.04, ""wifi_ip"": ""192.168.1.101""}"
235,2026-06-04T22:36:58.904368+00:00,NODE_01,328,328000,NORMAL,NONE,29.55,71.0,1008.02,-56,4.09,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 328, ""uptime_ms"": 328000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.55, ""humidity"": 71.0, ""pressure_hpa"": 1008.02, ""rssi_dbm"": -56, ""battery_v"": 4.09, ""wifi_ip"": ""192.168.1.101""}"
236,2026-06-04T22:37:03.976253+00:00,NODE_01,329,329000,NORMAL,NONE,29.06,71.11,1008.18,-63,4.04,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 329, ""uptime_ms"": 329000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 29.06, ""humidity"": 71.11, ""pressure_hpa"": 1008.18, ""rssi_dbm"": -63, ""battery_v"": 4.04, ""wifi_ip"": ""192.168.1.101""}"
237,2026-06-04T22:37:09.250022+00:00,NODE_01,330,330000,NORMAL,NONE,28.2,70.32,1008.99,-57,4.03,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 330, ""uptime_ms"": 330000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.2, ""humidity"": 70.32, ""pressure_hpa"": 1008.99, ""rssi_dbm"": -57, ""battery_v"": 4.03, ""wifi_ip"": ""192.168.1.101""}"
238,2026-06-04T22:37:14.296459+00:00,NODE_01,331,331000,NORMAL,NONE,28.99,70.26,1008.5,-58,4.02,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 331, ""uptime_ms"": 331000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.99, ""humidity"": 70.26, ""pressure_hpa"": 1008.5, ""rssi_dbm"": -58, ""battery_v"": 4.02, ""wifi_ip"": ""192.168.1.101""}"
239,2026-06-04T22:37:19.331260+00:00,NODE_01,332,332000,NORMAL,NONE,28.35,73.44,1008.87,-52,4.03,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 332, ""uptime_ms"": 332000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.35, ""humidity"": 73.44, ""pressure_hpa"": 1008.87, ""rssi_dbm"": -52, ""battery_v"": 4.03, ""wifi_ip"": ""192.168.1.101""}"
240,2026-06-04T22:37:24.374044+00:00,NODE_01,333,333000,NORMAL,NONE,28.24,70.9,1008.25,-65,4.1,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 333, ""uptime_ms"": 333000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.24, ""humidity"": 70.9, ""pressure_hpa"": 1008.25, ""rssi_dbm"": -65, ""battery_v"": 4.1, ""wifi_ip"": ""192.168.1.101""}"
241,2026-06-04T22:37:29.409337+00:00,NODE_01,334,334000,NORMAL,NONE,28.76,71.72,1008.09,-52,4.04,192.168.1.101,"{""node_id"": ""NODE_01"", ""seq"": 334, ""uptime_ms"": 334000, ""mode"": ""NORMAL"", ""last_command"": ""NONE"", ""temp_c"": 28.76, ""humidity"": 71.72, ""pressure_hpa"": 1008.09, ""rssi_dbm"": -52, ""battery_v"": 4.04, ""wifi_ip"": ""192.168.1.101""}"
