run_id,external_run_id,architecture,load,failure_family,healing_id,scale,seed,node_count,cluster_count,map_id,map_signature,simulation_duration,initial_energy_total,final_energy_total,total_consumed_energy,avg_residual_energy,min_residual_energy,ch_energy_consumed,relay_energy_consumed,member_energy_consumed,low_energy_node_count,dead_node_count,raw_tx,raw_rx,agg_tx,agg_rx,delivery_ratio,packet_loss,throughput,recovery_delay,first_recovered_packet_time,network_lifetime,failure_time,failure_detected_time,recovery_start_time,recovery_applied_time,first_recovered_aggregate_time,recovery_success_flag
1428,S1000_B_L1_F3_H1_seed01,B,L1,F3,H1,S13,1,1000,40,map_S13_seed01,cc673a7846403eabfa8f928a33f9aa5b088d343fa556863d5a8b52a37ce2d7b3,600.0,2000.0,1774.5725999999838,225.42740000000018,1.7710305389221557,0.0,75.86500000000001,0.0,149.5624000000002,37,1002,186498,186498,3959,3959,1.0,0.0,310.83,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1429,S1000_B_L1_F3_H1_seed02,B,L1,F3,H1,S13,2,1000,40,map_S13_seed02,b36740a8ea197787f14250eb14a9b8d15fa3d4123debd19cf354930a97f51c14,600.0,2000.0,1776.778499999984,223.22150000000016,1.7732320359281437,0.0,73.80190000000002,0.0,149.4196000000002,34,1002,186319,186319,3959,3959,1.0,0.0,310.5316666666667,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1430,S1000_B_L1_F3_H1_seed03,B,L1,F3,H1,S13,3,1000,40,map_S13_seed03,83d2d3fc4af7b77332c1af1b2574a7a3c640fa56d09458b02dc93e5b3a062f2b,600.0,2000.0,1778.2187999999833,221.78120000000007,1.7746694610778442,0.0,73.9324,0.0,147.8488000000001,34,1002,184350,184350,3959,3959,1.0,0.0,307.25,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1431,S1000_B_L2_F3_H1_seed01,B,L2,F3,H1,S13,1,1000,40,map_S13_seed01,cc673a7846403eabfa8f928a33f9aa5b088d343fa556863d5a8b52a37ce2d7b3,600.0,2000.0,1685.0535600000273,314.9464400000056,1.6816901796407184,0.0,75.86500000000001,0.0,239.08144000000428,37,1002,186498,186498,3959,3959,1.0,0.0,310.83,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1432,S1000_B_L2_F3_H1_seed02,B,L2,F3,H1,S13,2,1000,40,map_S13_seed02,b36740a8ea197787f14250eb14a9b8d15fa3d4123debd19cf354930a97f51c14,600.0,2000.0,1687.3453800000273,312.654620000006,1.6839774251497006,0.0,73.80190000000002,0.0,238.8527200000043,34,1002,186319,186319,3959,3959,1.0,0.0,310.5316666666667,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1433,S1000_B_L2_F3_H1_seed03,B,L2,F3,H1,S13,3,1000,40,map_S13_seed03,83d2d3fc4af7b77332c1af1b2574a7a3c640fa56d09458b02dc93e5b3a062f2b,600.0,2000.0,1689.7308000000264,310.2692000000055,1.686358083832335,0.0,73.9324,0.0,236.33680000000413,34,1002,184350,184350,3959,3959,1.0,0.0,307.25,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1434,S500_B_L1_F3_H3_seed01,B,L1,F3,H3,S12,1,500,20,map_S12_seed01,babb0982ea530a72c910fda7fc56b44171e69eb61534c4e4140161b263ddf305,600.0,1000.0,889.6016999999978,110.39830000000009,1.775652095808383,0.0,37.0107,0.0,73.3876000000001,18,501,91279,91279,1979,1979,1.0,0.0,152.13166666666666,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1435,S500_B_L1_F3_H3_seed02,B,L1,F3,H3,S12,2,500,20,map_S12_seed02,e279226de4a20edd3b1a78fa7aee27a666c67a9447a28e26ecedb0877235501f,600.0,1000.0,889.5904999999976,110.40950000000011,1.7756297405189618,0.0,35.5939,0.0,74.81560000000013,16,501,93069,93069,1979,1979,1.0,0.0,155.115,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1436,S500_B_L1_F3_H3_seed03,B,L1,F3,H3,S12,3,500,20,map_S12_seed03,c55be39807209696231cb59598489ab3e5d117b6831df773afbe4e715b7c1341,600.0,1000.0,890.9539999999974,109.04600000000002,1.7783512974051896,0.0,38.086,0.0,70.9600000000001,19,501,88236,88236,1979,1979,1.0,0.0,147.06,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1437,S500_B_L2_F3_H3_seed01,B,L2,F3,H3,S12,1,500,20,map_S12_seed01,babb0982ea530a72c910fda7fc56b44171e69eb61534c4e4140161b263ddf305,600.0,1000.0,845.787780000006,154.21222000000012,1.6881991616766467,0.0,37.0107,0.0,117.20151999999932,18,501,91279,91279,1979,1979,1.0,0.0,152.13166666666666,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1438,S500_B_L2_F3_H3_seed02,B,L2,F3,H3,S12,2,500,20,map_S12_seed02,e279226de4a20edd3b1a78fa7aee27a666c67a9447a28e26ecedb0877235501f,600.0,1000.0,844.9173800000061,155.0826200000003,1.6864618363273454,0.0,35.5939,0.0,119.4887199999993,16,501,93069,93069,1979,1979,1.0,0.0,155.115,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1439,S500_B_L2_F3_H3_seed03,B,L2,F3,H3,S12,3,500,20,map_S12_seed03,c55be39807209696231cb59598489ab3e5d117b6831df773afbe4e715b7c1341,600.0,1000.0,848.6007200000059,151.39928000000026,1.6938138123752493,0.0,38.086,0.0,113.3132799999994,19,501,88236,88236,1979,1979,1.0,0.0,147.06,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1440,S1000_B_L1_F3_H3_seed01,B,L1,F3,H3,S13,1,1000,40,map_S13_seed01,cc673a7846403eabfa8f928a33f9aa5b088d343fa556863d5a8b52a37ce2d7b3,600.0,2000.0,1774.5725999999838,225.42740000000018,1.7710305389221557,0.0,75.86500000000001,0.0,149.5624000000002,37,1002,186498,186498,3959,3959,1.0,0.0,310.83,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1441,S1000_B_L1_F3_H3_seed02,B,L1,F3,H3,S13,2,1000,40,map_S13_seed02,b36740a8ea197787f14250eb14a9b8d15fa3d4123debd19cf354930a97f51c14,600.0,2000.0,1776.778499999984,223.22150000000013,1.7732320359281437,0.0,73.80190000000002,0.0,149.4196000000002,34,1002,186319,186319,3959,3959,1.0,0.0,310.5316666666667,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1442,S1000_B_L1_F3_H3_seed03,B,L1,F3,H3,S13,3,1000,40,map_S13_seed03,83d2d3fc4af7b77332c1af1b2574a7a3c640fa56d09458b02dc93e5b3a062f2b,600.0,2000.0,1778.2187999999833,221.78120000000004,1.7746694610778442,0.0,73.9324,0.0,147.8488000000001,34,1002,184350,184350,3959,3959,1.0,0.0,307.25,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1443,S1000_B_L2_F3_H3_seed01,B,L2,F3,H3,S13,1,1000,40,map_S13_seed01,cc673a7846403eabfa8f928a33f9aa5b088d343fa556863d5a8b52a37ce2d7b3,600.0,2000.0,1685.0535600000273,314.9464400000056,1.6816901796407184,0.0,75.86500000000001,0.0,239.08144000000428,37,1002,186498,186498,3959,3959,1.0,0.0,310.83,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1444,S1000_B_L2_F3_H3_seed02,B,L2,F3,H3,S13,2,1000,40,map_S13_seed02,b36740a8ea197787f14250eb14a9b8d15fa3d4123debd19cf354930a97f51c14,600.0,2000.0,1687.3453800000273,312.654620000006,1.6839774251497006,0.0,73.80190000000002,0.0,238.8527200000043,34,1002,186319,186319,3959,3959,1.0,0.0,310.5316666666667,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1445,S1000_B_L2_F3_H3_seed03,B,L2,F3,H3,S13,3,1000,40,map_S13_seed03,83d2d3fc4af7b77332c1af1b2574a7a3c640fa56d09458b02dc93e5b3a062f2b,600.0,2000.0,1689.7308000000264,310.2692000000055,1.686358083832335,0.0,73.9324,0.0,236.3368000000041,34,1002,184350,184350,3959,3959,1.0,0.0,307.25,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1446,S500_B_L1_F3_H4_seed01,B,L1,F3,H4,S12,1,500,20,map_S12_seed01,babb0982ea530a72c910fda7fc56b44171e69eb61534c4e4140161b263ddf305,600.0,1000.0,889.6016999999978,110.39830000000009,1.775652095808383,0.0,37.0107,0.0,73.3876000000001,18,501,91279,91279,1979,1979,1.0,0.0,152.13166666666666,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1447,S500_B_L1_F3_H4_seed02,B,L1,F3,H4,S12,2,500,20,map_S12_seed02,e279226de4a20edd3b1a78fa7aee27a666c67a9447a28e26ecedb0877235501f,600.0,1000.0,889.5904999999976,110.40950000000011,1.7756297405189618,0.0,35.5939,0.0,74.81560000000013,16,501,93069,93069,1979,1979,1.0,0.0,155.115,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1448,S500_B_L1_F3_H4_seed03,B,L1,F3,H4,S12,3,500,20,map_S12_seed03,c55be39807209696231cb59598489ab3e5d117b6831df773afbe4e715b7c1341,600.0,1000.0,890.9539999999974,109.04600000000002,1.7783512974051896,0.0,38.086,0.0,70.9600000000001,19,501,88236,88236,1979,1979,1.0,0.0,147.06,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1449,S500_B_L2_F3_H4_seed01,B,L2,F3,H4,S12,1,500,20,map_S12_seed01,babb0982ea530a72c910fda7fc56b44171e69eb61534c4e4140161b263ddf305,600.0,1000.0,845.787780000006,154.21222000000012,1.6881991616766467,0.0,37.0107,0.0,117.20151999999932,18,501,91279,91279,1979,1979,1.0,0.0,152.13166666666666,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1450,S500_B_L2_F3_H4_seed02,B,L2,F3,H4,S12,2,500,20,map_S12_seed02,e279226de4a20edd3b1a78fa7aee27a666c67a9447a28e26ecedb0877235501f,600.0,1000.0,844.9173800000061,155.08262000000033,1.6864618363273454,0.0,35.5939,0.0,119.48871999999929,16,501,93069,93069,1979,1979,1.0,0.0,155.115,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1451,S500_B_L2_F3_H4_seed03,B,L2,F3,H4,S12,3,500,20,map_S12_seed03,c55be39807209696231cb59598489ab3e5d117b6831df773afbe4e715b7c1341,600.0,1000.0,848.6007200000059,151.39928000000026,1.6938138123752493,0.0,38.086,0.0,113.3132799999994,19,501,88236,88236,1979,1979,1.0,0.0,147.06,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1452,S1000_B_L1_F3_H4_seed01,B,L1,F3,H4,S13,1,1000,40,map_S13_seed01,cc673a7846403eabfa8f928a33f9aa5b088d343fa556863d5a8b52a37ce2d7b3,600.0,2000.0,1774.5725999999838,225.42740000000018,1.7710305389221557,0.0,75.86500000000001,0.0,149.5624000000002,37,1002,186498,186498,3959,3959,1.0,0.0,310.83,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1453,S1000_B_L1_F3_H4_seed02,B,L1,F3,H4,S13,2,1000,40,map_S13_seed02,b36740a8ea197787f14250eb14a9b8d15fa3d4123debd19cf354930a97f51c14,600.0,2000.0,1776.778499999984,223.22150000000016,1.7732320359281437,0.0,73.80190000000002,0.0,149.4196000000002,34,1002,186319,186319,3959,3959,1.0,0.0,310.5316666666667,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1454,S1000_B_L1_F3_H4_seed03,B,L1,F3,H4,S13,3,1000,40,map_S13_seed03,83d2d3fc4af7b77332c1af1b2574a7a3c640fa56d09458b02dc93e5b3a062f2b,600.0,2000.0,1778.2187999999833,221.78120000000007,1.7746694610778442,0.0,73.9324,0.0,147.8488000000001,34,1002,184350,184350,3959,3959,1.0,0.0,307.25,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1455,S1000_B_L2_F3_H4_seed01,B,L2,F3,H4,S13,1,1000,40,map_S13_seed01,cc673a7846403eabfa8f928a33f9aa5b088d343fa556863d5a8b52a37ce2d7b3,600.0,2000.0,1685.0535600000273,314.9464400000056,1.6816901796407184,0.0,75.86500000000001,0.0,239.08144000000428,37,1002,186498,186498,3959,3959,1.0,0.0,310.83,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1456,S1000_B_L2_F3_H4_seed02,B,L2,F3,H4,S13,2,1000,40,map_S13_seed02,b36740a8ea197787f14250eb14a9b8d15fa3d4123debd19cf354930a97f51c14,600.0,2000.0,1687.3453800000273,312.654620000006,1.6839774251497006,0.0,73.80190000000002,0.0,238.8527200000043,34,1002,186319,186319,3959,3959,1.0,0.0,310.5316666666667,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
1457,S1000_B_L2_F3_H4_seed03,B,L2,F3,H4,S13,3,1000,40,map_S13_seed03,83d2d3fc4af7b77332c1af1b2574a7a3c640fa56d09458b02dc93e5b3a062f2b,600.0,2000.0,1689.7308000000264,310.2692000000055,1.686358083832335,0.0,73.9324,0.0,236.33680000000413,34,1002,184350,184350,3959,3959,1.0,0.0,307.25,5.0,66.0,600.0,60.0,60.0,65.0,65.0,66.0,1
