run_id,healing_id,base_condition_key,score_v1,consumed_j,low_nodes,recovered_clusters,agg_delivery_ratio,recovery_delay_s
1199,H0,S=S11_A=B_F=F0_L=L2_seed=1,-0.5,2205.0056,200.0,0.0,1.0,0.0
1236,H0,S=S11_A=B_F=F1_L=L1_seed=1,-0.5,1523.8001,200.0,0.0,1.0,0.0
1202,H1,S=S11_A=B_F=F1_L=L1_seed=1,-1.5,1527.4676,201.0,1.0,1.0,12.0
1237,H0,S=S11_A=B_F=F1_L=L1_seed=2,-0.5,1518.2392,198.0,0.0,1.0,0.0
1210,H1,S=S11_A=B_F=F1_L=L1_seed=2,-1.5,1527.0024,199.0,1.0,1.0,12.0
1238,H0,S=S11_A=B_F=F1_L=L2_seed=1,-0.5,2199.9449,200.0,0.0,1.0,0.0
1203,H1,S=S11_A=B_F=F1_L=L2_seed=1,-1.5,2204.7289,201.0,1.0,1.0,12.0
1239,H0,S=S11_A=B_F=F1_L=L2_seed=2,-0.5,2191.2376,198.0,0.0,1.0,0.0
1211,H1,S=S11_A=B_F=F1_L=L2_seed=2,-1.5,2204.05872,199.0,1.0,1.0,12.0
1244,H0,S=S11_A=B_F=F2_L=L1_seed=1,-0.5,1521.1596,199.0,0.0,1.0,0.0
1216,H2,S=S11_A=B_F=F2_L=L1_seed=1,-1.5,1527.4376,200.0,1.0,1.0,12.0
1245,H0,S=S11_A=B_F=F2_L=L1_seed=2,-0.5,1518.4627,197.0,0.0,1.0,0.0
1217,H2,S=S11_A=B_F=F2_L=L1_seed=2,-1.5,1527.0936,198.0,1.0,1.0,12.0
1246,H0,S=S11_A=B_F=F2_L=L2_seed=1,-0.5,2195.7996,199.0,0.0,1.0,0.0
1218,H2,S=S11_A=B_F=F2_L=L2_seed=1,-1.5,2204.6984,200.0,1.0,1.0,12.0
1247,H0,S=S11_A=B_F=F2_L=L2_seed=2,-0.5,2191.5979,197.0,0.0,1.0,0.0
1219,H2,S=S11_A=B_F=F2_L=L2_seed=2,-1.5,2204.29104,198.0,1.0,1.0,12.0
1252,H0,S=S11_A=B_F=F3_L=L1_seed=1,-1.0,1520.2656,199.0,0.0,1.0,0.0
1224,H3,S=S11_A=B_F=F3_L=L1_seed=1,-1.0,1520.3728,199.0,1.0,1.0,12.0
1253,H0,S=S11_A=B_F=F3_L=L1_seed=2,-1.0,1521.8152,197.0,0.0,1.0,0.0
1225,H3,S=S11_A=B_F=F3_L=L1_seed=2,-1.0,1521.908,197.0,1.0,1.0,12.0
1254,H0,S=S11_A=B_F=F3_L=L2_seed=1,-1.0,2194.3584,199.0,0.0,1.0,0.0
1226,H3,S=S11_A=B_F=F3_L=L2_seed=1,-1.0,2194.48288,199.0,1.0,1.0,12.0
1255,H0,S=S11_A=B_F=F3_L=L2_seed=2,-1.0,2197.0024,197.0,0.0,1.0,0.0
1227,H3,S=S11_A=B_F=F3_L=L2_seed=2,-1.0,2197.11248,197.0,1.0,1.0,12.0
1260,H0,S=S11_A=B_F=F4_L=L1_seed=1,-2.5,1523.8001,199.0,0.0,1.0,0.0
1206,H4,S=S11_A=B_F=F4_L=L1_seed=1,0.5,1517.9801,198.0,1.0,1.0,12.0
1261,H0,S=S11_A=B_F=F4_L=L1_seed=2,-2.5,1518.2392,197.0,0.0,1.0,0.0
1230,H4,S=S11_A=B_F=F4_L=L1_seed=2,0.5,1510.4959,196.0,1.0,1.0,12.0
1262,H0,S=S11_A=B_F=F4_L=L2_seed=1,-2.5,2199.9449,199.0,0.0,1.0,0.0
1207,H4,S=S11_A=B_F=F4_L=L2_seed=1,0.5,2191.57322,198.0,1.0,1.0,12.0
1263,H0,S=S11_A=B_F=F4_L=L2_seed=2,-2.5,2191.2376,197.0,0.0,1.0,0.0
1231,H4,S=S11_A=B_F=F4_L=L2_seed=2,0.5,2179.5895,196.0,1.0,1.0,12.0
89,H0,S=S2_A=A_F=F0_L=L1_seed=1,-0.5,2.637,0.0,0.0,1.0,0.0
93,H0,S=S2_A=A_F=F0_L=L1_seed=2,-0.5,2.637,0.0,0.0,1.0,0.0
97,H0,S=S2_A=A_F=F0_L=L1_seed=3,-0.5,2.637,0.0,0.0,1.0,0.0
101,H0,S=S2_A=A_F=F0_L=L1_seed=4,-0.5,2.637,0.0,0.0,1.0,0.0
90,H0,S=S2_A=A_F=F0_L=L2_seed=1,-0.5,3.44916,0.0,0.0,1.0,0.0
94,H0,S=S2_A=A_F=F0_L=L2_seed=2,-0.5,3.44916,0.0,0.0,1.0,0.0
98,H0,S=S2_A=A_F=F0_L=L2_seed=3,-0.5,3.44916,0.0,0.0,1.0,0.0
102,H0,S=S2_A=A_F=F0_L=L2_seed=4,-0.5,3.44916,0.0,0.0,1.0,0.0
297,H0,S=S2_A=A_F=F1_L=L1_seed=1,-1.0,2.3175,1.0,0.0,1.0,0.0
298,H1,S=S2_A=A_F=F1_L=L1_seed=1,-1.0,2.6145,1.0,1.0,1.0,2.0
329,H0,S=S2_A=A_F=F1_L=L1_seed=2,-1.0,2.3175,1.0,0.0,1.0,0.0
330,H1,S=S2_A=A_F=F1_L=L1_seed=2,-1.0,2.6145,1.0,1.0,1.0,2.0
361,H0,S=S2_A=A_F=F1_L=L1_seed=3,-1.0,2.3963,1.0,0.0,1.0,0.0
362,H1,S=S2_A=A_F=F1_L=L1_seed=3,-1.0,2.6205,1.0,1.0,1.0,2.0
393,H0,S=S2_A=A_F=F1_L=L1_seed=4,-1.0,2.3963,1.0,0.0,1.0,0.0
394,H1,S=S2_A=A_F=F1_L=L1_seed=4,-1.0,2.6205,1.0,1.0,1.0,2.0
305,H0,S=S2_A=A_F=F1_L=L2_seed=1,-1.0,3.03606,1.0,0.0,1.0,0.0
306,H1,S=S2_A=A_F=F1_L=L2_seed=1,-1.0,3.41946,1.0,1.0,1.0,2.0
337,H0,S=S2_A=A_F=F1_L=L2_seed=2,-1.0,3.03606,1.0,0.0,1.0,0.0
338,H1,S=S2_A=A_F=F1_L=L2_seed=2,-1.0,3.41946,1.0,1.0,1.0,2.0
369,H0,S=S2_A=A_F=F1_L=L2_seed=3,-1.0,3.13982,1.0,0.0,1.0,0.0
370,H1,S=S2_A=A_F=F1_L=L2_seed=3,-1.0,3.42738,1.0,1.0,1.0,2.0
401,H0,S=S2_A=A_F=F1_L=L2_seed=4,-1.0,3.13982,1.0,0.0,1.0,0.0
402,H1,S=S2_A=A_F=F1_L=L2_seed=4,-1.0,3.42738,1.0,1.0,1.0,2.0
299,H0,S=S2_A=A_F=F2_L=L1_seed=1,-1.0,2.5539,0.0,0.0,1.0,0.0
300,H2,S=S2_A=A_F=F2_L=L1_seed=1,-1.0,2.6325,0.0,1.0,1.0,2.0
331,H0,S=S2_A=A_F=F2_L=L1_seed=2,-1.0,2.3372,0.0,0.0,1.0,0.0
332,H2,S=S2_A=A_F=F2_L=L1_seed=2,-1.0,2.616,0.0,1.0,1.0,2.0
363,H0,S=S2_A=A_F=F2_L=L1_seed=3,-1.0,2.2781,0.0,0.0,1.0,0.0
364,H2,S=S2_A=A_F=F2_L=L1_seed=3,-1.0,2.6115,0.0,1.0,1.0,2.0
395,H0,S=S2_A=A_F=F2_L=L1_seed=4,-1.0,2.2978,0.0,0.0,1.0,0.0
396,H2,S=S2_A=A_F=F2_L=L1_seed=4,-1.0,2.613,0.0,1.0,1.0,2.0
307,H0,S=S2_A=A_F=F2_L=L2_seed=1,-1.0,3.34734,0.0,0.0,1.0,0.0
308,H2,S=S2_A=A_F=F2_L=L2_seed=1,-1.0,3.44322,0.0,1.0,1.0,2.0
339,H0,S=S2_A=A_F=F2_L=L2_seed=2,-1.0,3.062,0.0,0.0,1.0,0.0
340,H2,S=S2_A=A_F=F2_L=L2_seed=2,-1.0,3.42144,0.0,1.0,1.0,2.0
371,H0,S=S2_A=A_F=F2_L=L2_seed=3,-1.0,2.98418,0.0,0.0,1.0,0.0
372,H2,S=S2_A=A_F=F2_L=L2_seed=3,-1.0,3.4155,0.0,1.0,1.0,2.0
403,H0,S=S2_A=A_F=F2_L=L2_seed=4,-1.0,3.01012,0.0,0.0,1.0,0.0
404,H2,S=S2_A=A_F=F2_L=L2_seed=4,-1.0,3.41748,0.0,1.0,1.0,2.0
301,H0,S=S2_A=A_F=F3_L=L1_seed=1,-1.0,2.4107,0.0,0.0,1.0,0.0
302,H3,S=S2_A=A_F=F3_L=L1_seed=1,-1.0,2.4645,0.0,1.0,1.0,2.0
333,H0,S=S2_A=A_F=F3_L=L1_seed=2,-1.0,2.0561,0.0,0.0,1.0,0.0
334,H3,S=S2_A=A_F=F3_L=L1_seed=2,-1.0,2.1135,0.0,1.0,1.0,2.0
365,H0,S=S2_A=A_F=F3_L=L1_seed=3,-1.0,2.2137,0.0,0.0,1.0,0.0
366,H3,S=S2_A=A_F=F3_L=L1_seed=3,-1.0,2.2695,0.0,1.0,1.0,2.0
397,H0,S=S2_A=A_F=F3_L=L1_seed=4,-1.0,2.3122,0.0,0.0,1.0,0.0
398,H3,S=S2_A=A_F=F3_L=L1_seed=4,-1.0,2.367,0.0,1.0,1.0,2.0
309,H0,S=S2_A=A_F=F3_L=L2_seed=1,-1.0,3.15422,0.0,0.0,1.0,0.0
310,H3,S=S2_A=A_F=F3_L=L2_seed=1,-1.0,3.22146,0.0,1.0,1.0,2.0
341,H0,S=S2_A=A_F=F3_L=L2_seed=2,-1.0,2.6873,0.0,0.0,1.0,0.0
342,H3,S=S2_A=A_F=F3_L=L2_seed=2,-1.0,2.75814,0.0,1.0,1.0,2.0
373,H0,S=S2_A=A_F=F3_L=L2_seed=3,-1.0,2.89482,0.0,0.0,1.0,0.0
374,H3,S=S2_A=A_F=F3_L=L2_seed=3,-1.0,2.96406,0.0,1.0,1.0,2.0
405,H0,S=S2_A=A_F=F3_L=L2_seed=4,-1.0,3.02452,0.0,0.0,1.0,0.0
406,H3,S=S2_A=A_F=F3_L=L2_seed=4,-1.0,3.09276,0.0,1.0,1.0,2.0
303,H0,S=S2_A=A_F=F4_L=L1_seed=1,-1.0,2.3175,0.0,0.0,1.0,0.0
304,H4,S=S2_A=A_F=F4_L=L1_seed=1,-1.0,2.3589,0.0,1.0,1.0,2.0
335,H0,S=S2_A=A_F=F4_L=L1_seed=2,-2.0,2.3175,0.0,0.0,1.0,0.0
336,H4,S=S2_A=A_F=F4_L=L1_seed=2,0.0,2.1639,0.0,1.0,1.0,2.0
367,H0,S=S2_A=A_F=F4_L=L1_seed=3,-2.0,2.3963,0.0,0.0,1.0,0.0
368,H4,S=S2_A=A_F=F4_L=L1_seed=3,0.0,2.1879,0.0,1.0,1.0,2.0
399,H0,S=S2_A=A_F=F4_L=L1_seed=4,-2.0,2.3963,0.0,0.0,1.0,0.0
400,H4,S=S2_A=A_F=F4_L=L1_seed=4,0.0,2.2059,0.0,1.0,1.0,2.0
311,H0,S=S2_A=A_F=F4_L=L2_seed=1,-1.0,3.03606,0.0,0.0,1.0,0.0
312,H4,S=S2_A=A_F=F4_L=L2_seed=1,-1.0,3.0861,0.0,1.0,1.0,2.0
343,H0,S=S2_A=A_F=F4_L=L2_seed=2,-2.0,3.03606,0.0,0.0,1.0,0.0
344,H4,S=S2_A=A_F=F4_L=L2_seed=2,0.0,2.8287,0.0,1.0,1.0,2.0
375,H0,S=S2_A=A_F=F4_L=L2_seed=3,-2.0,3.13982,0.0,0.0,1.0,0.0
376,H4,S=S2_A=A_F=F4_L=L2_seed=3,0.0,2.86038,0.0,1.0,1.0,2.0
407,H0,S=S2_A=A_F=F4_L=L2_seed=4,-2.0,3.13982,0.0,0.0,1.0,0.0
408,H4,S=S2_A=A_F=F4_L=L2_seed=4,0.0,2.88414,0.0,1.0,1.0,2.0
91,H0,S=S2_A=B_F=F0_L=L1_seed=1,-0.5,2.637,0.0,0.0,1.0,0.0
95,H0,S=S2_A=B_F=F0_L=L1_seed=2,-0.5,2.637,0.0,0.0,1.0,0.0
99,H0,S=S2_A=B_F=F0_L=L1_seed=3,-0.5,2.637,0.0,0.0,1.0,0.0
103,H0,S=S2_A=B_F=F0_L=L1_seed=4,-0.5,2.637,0.0,0.0,1.0,0.0
92,H0,S=S2_A=B_F=F0_L=L2_seed=1,-0.5,3.44916,0.0,0.0,1.0,0.0
96,H0,S=S2_A=B_F=F0_L=L2_seed=2,-0.5,3.44916,0.0,0.0,1.0,0.0
100,H0,S=S2_A=B_F=F0_L=L2_seed=3,-0.5,3.44916,0.0,0.0,1.0,0.0
104,H0,S=S2_A=B_F=F0_L=L2_seed=4,-0.5,3.44916,0.0,0.0,1.0,0.0
313,H0,S=S2_A=B_F=F1_L=L1_seed=1,-1.0,2.3175,1.0,0.0,1.0,0.0
314,H1,S=S2_A=B_F=F1_L=L1_seed=1,-1.0,2.6145,1.0,1.0,1.0,2.0
345,H0,S=S2_A=B_F=F1_L=L1_seed=2,-1.0,2.3175,1.0,0.0,1.0,0.0
346,H1,S=S2_A=B_F=F1_L=L1_seed=2,-1.0,2.6145,1.0,1.0,1.0,2.0
377,H0,S=S2_A=B_F=F1_L=L1_seed=3,-1.0,2.3963,1.0,0.0,1.0,0.0
378,H1,S=S2_A=B_F=F1_L=L1_seed=3,-1.0,2.6205,1.0,1.0,1.0,2.0
409,H0,S=S2_A=B_F=F1_L=L1_seed=4,-1.0,2.3963,1.0,0.0,1.0,0.0
410,H1,S=S2_A=B_F=F1_L=L1_seed=4,-1.0,2.6205,1.0,1.0,1.0,2.0
321,H0,S=S2_A=B_F=F1_L=L2_seed=1,-1.0,3.03606,1.0,0.0,1.0,0.0
322,H1,S=S2_A=B_F=F1_L=L2_seed=1,-1.0,3.41946,1.0,1.0,1.0,2.0
353,H0,S=S2_A=B_F=F1_L=L2_seed=2,-1.0,3.03606,1.0,0.0,1.0,0.0
354,H1,S=S2_A=B_F=F1_L=L2_seed=2,-1.0,3.41946,1.0,1.0,1.0,2.0
385,H0,S=S2_A=B_F=F1_L=L2_seed=3,-1.0,3.13982,1.0,0.0,1.0,0.0
386,H1,S=S2_A=B_F=F1_L=L2_seed=3,-1.0,3.42738,1.0,1.0,1.0,2.0
417,H0,S=S2_A=B_F=F1_L=L2_seed=4,-1.0,3.13982,1.0,0.0,1.0,0.0
418,H1,S=S2_A=B_F=F1_L=L2_seed=4,-1.0,3.42738,1.0,1.0,1.0,2.0
315,H0,S=S2_A=B_F=F2_L=L1_seed=1,-1.0,2.5539,0.0,0.0,1.0,0.0
316,H2,S=S2_A=B_F=F2_L=L1_seed=1,-1.0,2.6325,0.0,1.0,1.0,2.0
347,H0,S=S2_A=B_F=F2_L=L1_seed=2,-1.0,2.3372,0.0,0.0,1.0,0.0
348,H2,S=S2_A=B_F=F2_L=L1_seed=2,-1.0,2.616,0.0,1.0,1.0,2.0
379,H0,S=S2_A=B_F=F2_L=L1_seed=3,-1.0,2.2781,0.0,0.0,1.0,0.0
380,H2,S=S2_A=B_F=F2_L=L1_seed=3,-1.0,2.6115,0.0,1.0,1.0,2.0
411,H0,S=S2_A=B_F=F2_L=L1_seed=4,-1.0,2.2978,0.0,0.0,1.0,0.0
412,H2,S=S2_A=B_F=F2_L=L1_seed=4,-1.0,2.613,0.0,1.0,1.0,2.0
323,H0,S=S2_A=B_F=F2_L=L2_seed=1,-1.0,3.34734,0.0,0.0,1.0,0.0
324,H2,S=S2_A=B_F=F2_L=L2_seed=1,-1.0,3.44322,0.0,1.0,1.0,2.0
355,H0,S=S2_A=B_F=F2_L=L2_seed=2,-1.0,3.062,0.0,0.0,1.0,0.0
356,H2,S=S2_A=B_F=F2_L=L2_seed=2,-1.0,3.42144,0.0,1.0,1.0,2.0
387,H0,S=S2_A=B_F=F2_L=L2_seed=3,-1.0,2.98418,0.0,0.0,1.0,0.0
388,H2,S=S2_A=B_F=F2_L=L2_seed=3,-1.0,3.4155,0.0,1.0,1.0,2.0
419,H0,S=S2_A=B_F=F2_L=L2_seed=4,-1.0,3.01012,0.0,0.0,1.0,0.0
420,H2,S=S2_A=B_F=F2_L=L2_seed=4,-1.0,3.41748,0.0,1.0,1.0,2.0
317,H0,S=S2_A=B_F=F3_L=L1_seed=1,-1.0,2.4107,0.0,0.0,1.0,0.0
318,H3,S=S2_A=B_F=F3_L=L1_seed=1,-1.0,2.4645,0.0,1.0,1.0,2.0
349,H0,S=S2_A=B_F=F3_L=L1_seed=2,-1.0,2.0561,0.0,0.0,1.0,0.0
350,H3,S=S2_A=B_F=F3_L=L1_seed=2,-1.0,2.1135,0.0,1.0,1.0,2.0
381,H0,S=S2_A=B_F=F3_L=L1_seed=3,-1.0,2.2137,0.0,0.0,1.0,0.0
382,H3,S=S2_A=B_F=F3_L=L1_seed=3,-1.0,2.2695,0.0,1.0,1.0,2.0
413,H0,S=S2_A=B_F=F3_L=L1_seed=4,-1.0,2.3122,0.0,0.0,1.0,0.0
414,H3,S=S2_A=B_F=F3_L=L1_seed=4,-1.0,2.367,0.0,1.0,1.0,2.0
325,H0,S=S2_A=B_F=F3_L=L2_seed=1,-1.0,3.15422,0.0,0.0,1.0,0.0
326,H3,S=S2_A=B_F=F3_L=L2_seed=1,-1.0,3.22146,0.0,1.0,1.0,2.0
357,H0,S=S2_A=B_F=F3_L=L2_seed=2,-1.0,2.6873,0.0,0.0,1.0,0.0
358,H3,S=S2_A=B_F=F3_L=L2_seed=2,-1.0,2.75814,0.0,1.0,1.0,2.0
389,H0,S=S2_A=B_F=F3_L=L2_seed=3,-1.0,2.89482,0.0,0.0,1.0,0.0
390,H3,S=S2_A=B_F=F3_L=L2_seed=3,-1.0,2.96406,0.0,1.0,1.0,2.0
421,H0,S=S2_A=B_F=F3_L=L2_seed=4,-1.0,3.02452,0.0,0.0,1.0,0.0
422,H3,S=S2_A=B_F=F3_L=L2_seed=4,-1.0,3.09276,0.0,1.0,1.0,2.0
319,H0,S=S2_A=B_F=F4_L=L1_seed=1,-1.0,2.3175,0.0,0.0,1.0,0.0
320,H4,S=S2_A=B_F=F4_L=L1_seed=1,-1.0,2.3589,0.0,1.0,1.0,2.0
351,H0,S=S2_A=B_F=F4_L=L1_seed=2,-2.0,2.3175,0.0,0.0,1.0,0.0
352,H4,S=S2_A=B_F=F4_L=L1_seed=2,0.0,2.1639,0.0,1.0,1.0,2.0
383,H0,S=S2_A=B_F=F4_L=L1_seed=3,-2.0,2.3963,0.0,0.0,1.0,0.0
384,H4,S=S2_A=B_F=F4_L=L1_seed=3,0.0,2.1879,0.0,1.0,1.0,2.0
415,H0,S=S2_A=B_F=F4_L=L1_seed=4,-2.0,2.3963,0.0,0.0,1.0,0.0
416,H4,S=S2_A=B_F=F4_L=L1_seed=4,0.0,2.2059,0.0,1.0,1.0,2.0
327,H0,S=S2_A=B_F=F4_L=L2_seed=1,-1.0,3.03606,0.0,0.0,1.0,0.0
328,H4,S=S2_A=B_F=F4_L=L2_seed=1,-1.0,3.0861,0.0,1.0,1.0,2.0
359,H0,S=S2_A=B_F=F4_L=L2_seed=2,-2.0,3.03606,0.0,0.0,1.0,0.0
360,H4,S=S2_A=B_F=F4_L=L2_seed=2,0.0,2.8287,0.0,1.0,1.0,2.0
391,H0,S=S2_A=B_F=F4_L=L2_seed=3,-2.0,3.13982,0.0,0.0,1.0,0.0
392,H4,S=S2_A=B_F=F4_L=L2_seed=3,0.0,2.86038,0.0,1.0,1.0,2.0
423,H0,S=S2_A=B_F=F4_L=L2_seed=4,-2.0,3.13982,0.0,0.0,1.0,0.0
424,H4,S=S2_A=B_F=F4_L=L2_seed=4,0.0,2.88414,0.0,1.0,1.0,2.0
105,H0,S=S3_A=A_F=F0_L=L1_seed=1,-0.5,8.2146,0.0,0.0,1.0,0.0
109,H0,S=S3_A=A_F=F0_L=L1_seed=2,-0.5,8.2146,0.0,0.0,1.0,0.0
113,H0,S=S3_A=A_F=F0_L=L1_seed=3,-0.5,8.2146,0.0,0.0,1.0,0.0
117,H0,S=S3_A=A_F=F0_L=L1_seed=4,-0.5,8.2146,0.0,0.0,1.0,0.0
106,H0,S=S3_A=A_F=F0_L=L2_seed=1,-0.5,10.7682,0.0,0.0,1.0,0.0
110,H0,S=S3_A=A_F=F0_L=L2_seed=2,-0.5,10.7682,0.0,0.0,1.0,0.0
114,H0,S=S3_A=A_F=F0_L=L2_seed=3,-0.5,10.7682,0.0,0.0,1.0,0.0
118,H0,S=S3_A=A_F=F0_L=L2_seed=4,-0.5,10.7682,0.0,0.0,1.0,0.0
425,H0,S=S3_A=A_F=F1_L=L1_seed=1,-1.0,7.8586,1.0,0.0,1.0,0.0
426,H1,S=S3_A=A_F=F1_L=L1_seed=1,-1.0,8.1966,1.0,1.0,1.0,2.0
457,H0,S=S3_A=A_F=F1_L=L1_seed=2,-1.0,7.4148,1.0,0.0,1.0,0.0
458,H1,S=S3_A=A_F=F1_L=L1_seed=2,-1.0,8.1756,1.0,1.0,1.0,2.0
489,H0,S=S3_A=A_F=F1_L=L1_seed=3,-1.0,7.288,1.0,0.0,1.0,0.0
490,H1,S=S3_A=A_F=F1_L=L1_seed=3,-1.0,8.1696,1.0,1.0,1.0,2.0
521,H0,S=S3_A=A_F=F1_L=L1_seed=4,-1.0,7.2563,1.0,0.0,1.0,0.0
522,H1,S=S3_A=A_F=F1_L=L1_seed=4,-1.0,8.1681,1.0,1.0,1.0,2.0
433,H0,S=S3_A=A_F=F1_L=L2_seed=1,-1.0,10.3114,1.0,0.0,1.0,0.0
434,H1,S=S3_A=A_F=F1_L=L2_seed=1,-1.0,10.7454,1.0,1.0,1.0,2.0
465,H0,S=S3_A=A_F=F1_L=L2_seed=2,-1.0,9.72648,1.0,0.0,1.0,0.0
466,H1,S=S3_A=A_F=F1_L=L2_seed=2,-1.0,10.71768,1.0,1.0,1.0,2.0
497,H0,S=S3_A=A_F=F1_L=L2_seed=3,-1.0,9.55936,1.0,0.0,1.0,0.0
498,H1,S=S3_A=A_F=F1_L=L2_seed=3,-1.0,10.70976,1.0,1.0,1.0,2.0
529,H0,S=S3_A=A_F=F1_L=L2_seed=4,-1.0,9.51758,1.0,0.0,1.0,0.0
530,H1,S=S3_A=A_F=F1_L=L2_seed=4,-1.0,10.70778,1.0,1.0,1.0,2.0
427,H0,S=S3_A=A_F=F2_L=L1_seed=1,-1.0,7.8269,0.0,0.0,1.0,0.0
428,H2,S=S3_A=A_F=F2_L=L1_seed=1,-1.0,8.1951,0.0,1.0,1.0,2.0
459,H0,S=S3_A=A_F=F2_L=L1_seed=2,-1.0,7.6367,0.0,0.0,1.0,0.0
460,H2,S=S3_A=A_F=F2_L=L1_seed=2,-1.0,8.1861,0.0,1.0,1.0,2.0
491,H0,S=S3_A=A_F=F2_L=L1_seed=3,-1.0,7.288,0.0,0.0,1.0,0.0
492,H2,S=S3_A=A_F=F2_L=L1_seed=3,-1.0,8.1696,0.0,1.0,1.0,2.0
523,H0,S=S3_A=A_F=F2_L=L1_seed=4,-1.0,7.7952,0.0,0.0,1.0,0.0
524,H2,S=S3_A=A_F=F2_L=L1_seed=4,-1.0,8.1936,0.0,1.0,1.0,2.0
435,H0,S=S3_A=A_F=F2_L=L2_seed=1,-1.0,10.26962,0.0,0.0,1.0,0.0
436,H2,S=S3_A=A_F=F2_L=L2_seed=1,-1.0,10.74342,0.0,1.0,1.0,2.0
467,H0,S=S3_A=A_F=F2_L=L2_seed=2,-1.0,10.01894,0.0,0.0,1.0,0.0
468,H2,S=S3_A=A_F=F2_L=L2_seed=2,-1.0,10.73154,0.0,1.0,1.0,2.0
499,H0,S=S3_A=A_F=F2_L=L2_seed=3,-1.0,9.55936,0.0,0.0,1.0,0.0
500,H2,S=S3_A=A_F=F2_L=L2_seed=3,-1.0,10.70976,0.0,1.0,1.0,2.0
531,H0,S=S3_A=A_F=F2_L=L2_seed=4,-1.0,10.22784,0.0,0.0,1.0,0.0
532,H2,S=S3_A=A_F=F2_L=L2_seed=4,-1.0,10.74144,0.0,1.0,1.0,2.0
429,H0,S=S3_A=A_F=F3_L=L1_seed=1,-1.0,7.3431,0.0,0.0,1.0,0.0
430,H3,S=S3_A=A_F=F3_L=L1_seed=1,-1.0,7.4289,0.0,1.0,1.0,2.0
461,H0,S=S3_A=A_F=F3_L=L1_seed=2,-1.0,7.1529,0.0,0.0,1.0,0.0
462,H3,S=S3_A=A_F=F3_L=L1_seed=2,-1.0,7.2399,0.0,1.0,1.0,2.0
493,H0,S=S3_A=A_F=F3_L=L1_seed=3,-1.0,7.6601,0.0,0.0,1.0,0.0
494,H3,S=S3_A=A_F=F3_L=L1_seed=3,-1.0,7.7439,0.0,1.0,1.0,2.0
525,H0,S=S3_A=A_F=F3_L=L1_seed=4,-1.0,7.4065,0.0,0.0,1.0,0.0
526,H3,S=S3_A=A_F=F3_L=L1_seed=4,-1.0,7.4919,0.0,1.0,1.0,2.0
437,H0,S=S3_A=A_F=F3_L=L2_seed=1,-1.0,9.62454,0.0,0.0,1.0,0.0
438,H3,S=S3_A=A_F=F3_L=L2_seed=1,-1.0,9.73146,0.0,1.0,1.0,2.0
469,H0,S=S3_A=A_F=F3_L=L2_seed=2,-1.0,9.37386,0.0,0.0,1.0,0.0
470,H3,S=S3_A=A_F=F3_L=L2_seed=2,-1.0,9.48198,0.0,1.0,1.0,2.0
501,H0,S=S3_A=A_F=F3_L=L2_seed=3,-1.0,10.04234,0.0,0.0,1.0,0.0
502,H3,S=S3_A=A_F=F3_L=L2_seed=3,-1.0,10.14726,0.0,1.0,1.0,2.0
533,H0,S=S3_A=A_F=F3_L=L2_seed=4,-1.0,9.7081,0.0,0.0,1.0,0.0
534,H3,S=S3_A=A_F=F3_L=L2_seed=4,-1.0,9.81462,0.0,1.0,1.0,2.0
431,H0,S=S3_A=A_F=F4_L=L1_seed=1,-2.0,7.8586,0.0,0.0,1.0,0.0
432,H4,S=S3_A=A_F=F4_L=L1_seed=1,0.0,7.6998,0.0,1.0,1.0,2.0
463,H0,S=S3_A=A_F=F4_L=L1_seed=2,-2.0,7.4148,0.0,0.0,1.0,0.0
464,H4,S=S3_A=A_F=F4_L=L1_seed=2,0.0,7.0998,0.0,1.0,1.0,2.0
495,H0,S=S3_A=A_F=F4_L=L1_seed=3,-2.0,7.288,0.0,0.0,1.0,0.0
496,H4,S=S3_A=A_F=F4_L=L1_seed=3,0.0,6.6498,0.0,1.0,1.0,2.0
527,H0,S=S3_A=A_F=F4_L=L1_seed=4,-2.0,7.2563,0.0,0.0,1.0,0.0
528,H4,S=S3_A=A_F=F4_L=L1_seed=4,0.0,7.0998,0.0,1.0,1.0,2.0
439,H0,S=S3_A=A_F=F4_L=L2_seed=1,-2.0,10.3114,0.0,0.0,1.0,0.0
440,H4,S=S3_A=A_F=F4_L=L2_seed=1,0.0,10.09596,0.0,1.0,1.0,2.0
471,H0,S=S3_A=A_F=F4_L=L2_seed=2,-2.0,9.72648,0.0,0.0,1.0,0.0
472,H4,S=S3_A=A_F=F4_L=L2_seed=2,0.0,9.30396,0.0,1.0,1.0,2.0
503,H0,S=S3_A=A_F=F4_L=L2_seed=3,-2.0,9.55936,0.0,0.0,1.0,0.0
504,H4,S=S3_A=A_F=F4_L=L2_seed=3,0.0,8.70996,0.0,1.0,1.0,2.0
535,H0,S=S3_A=A_F=F4_L=L2_seed=4,-2.0,9.51758,0.0,0.0,1.0,0.0
536,H4,S=S3_A=A_F=F4_L=L2_seed=4,0.0,9.30396,0.0,1.0,1.0,2.0
107,H0,S=S3_A=B_F=F0_L=L1_seed=1,-0.5,8.2146,0.0,0.0,1.0,0.0
111,H0,S=S3_A=B_F=F0_L=L1_seed=2,-0.5,8.2146,0.0,0.0,1.0,0.0
115,H0,S=S3_A=B_F=F0_L=L1_seed=3,-0.5,8.2146,0.0,0.0,1.0,0.0
119,H0,S=S3_A=B_F=F0_L=L1_seed=4,-0.5,8.2146,0.0,0.0,1.0,0.0
