base_condition_key,scale,architecture,failure_family,load,seed,map_signature,best_healing_id,split
S1|B|F1|L1|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,B,F1,L1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|B|F1|L1|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,B,F1,L1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|B|F1|L1|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,B,F1,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|B|F1|L1|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,B,F1,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|B|F1|L2|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,B,F1,L2,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|B|F1|L2|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,B,F1,L2,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|B|F1|L2|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,B,F1,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|B|F1|L2|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,B,F1,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|B|F2|L1|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,B,F2,L1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|B|F2|L1|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,B,F2,L1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|B|F2|L1|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,B,F2,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|B|F2|L1|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,B,F2,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|B|F2|L2|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,B,F2,L2,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|B|F2|L2|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,B,F2,L2,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|B|F2|L2|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,B,F2,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|B|F2|L2|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,B,F2,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|B|F3|L1|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,B,F3,L1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|B|F3|L1|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,B,F3,L1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|B|F3|L1|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,B,F3,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|B|F3|L1|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,B,F3,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|B|F3|L2|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,B,F3,L2,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|B|F3|L2|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,B,F3,L2,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|B|F3|L2|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,B,F3,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|B|F3|L2|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,B,F3,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|B|F4|L1|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,B,F4,L1,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|B|F4|L1|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,B,F4,L1,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|B|F4|L1|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,B,F4,L1,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|B|F4|L1|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,B,F4,L1,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S1|B|F4|L2|1|5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,S1,B,F4,L2,1,5782f00887377f0d649f0ea5832c101fd641617fc635951625846fdf653a22c0,,train
S1|B|F4|L2|2|820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,S1,B,F4,L2,2,820bde6d7cf1367ae2e17ba8155aebbd18f4603de0ffb5788da4e5d752201ffe,,train
S1|B|F4|L2|3|ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,S1,B,F4,L2,3,ba2838a4ed006e12afeb225b2d92e1e1d0d60559d3886328b9bafdf26d70da9c,,train
S1|B|F4|L2|4|b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,S1,B,F4,L2,4,b82af73d93663850138fc038f2fc3034e04f4c85c4033149dc0eb39056f8ada9,,train
S2|A|F0|L1|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,A,F0,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|A|F0|L1|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,A,F0,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|A|F0|L1|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,A,F0,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|A|F0|L1|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,A,F0,L1,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|A|F0|L2|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,A,F0,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|A|F0|L2|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,A,F0,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|A|F0|L2|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,A,F0,L2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|A|F0|L2|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,A,F0,L2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|A|F1|L1|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,A,F1,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|A|F1|L1|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,A,F1,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|A|F1|L1|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,A,F1,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|A|F1|L1|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,A,F1,L1,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|A|F1|L2|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,A,F1,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|A|F1|L2|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,A,F1,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|A|F1|L2|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,A,F1,L2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|A|F1|L2|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,A,F1,L2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|A|F2|L1|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,A,F2,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|A|F2|L1|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,A,F2,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|A|F2|L1|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,A,F2,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|A|F2|L1|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,A,F2,L1,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|A|F2|L2|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,A,F2,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|A|F2|L2|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,A,F2,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|A|F2|L2|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,A,F2,L2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|A|F2|L2|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,A,F2,L2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|A|F3|L1|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,A,F3,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|A|F3|L1|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,A,F3,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|A|F3|L1|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,A,F3,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|A|F3|L1|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,A,F3,L1,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|A|F3|L2|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,A,F3,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|A|F3|L2|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,A,F3,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|A|F3|L2|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,A,F3,L2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|A|F3|L2|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,A,F3,L2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|A|F4|L1|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,A,F4,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|A|F4|L1|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,A,F4,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|A|F4|L1|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,A,F4,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|A|F4|L1|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,A,F4,L1,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|A|F4|L2|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,A,F4,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|A|F4|L2|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,A,F4,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|A|F4|L2|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,A,F4,L2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|A|F4|L2|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,A,F4,L2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|B|F0|L1|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,B,F0,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|B|F0|L1|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,B,F0,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|B|F0|L1|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,B,F0,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|B|F0|L1|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,B,F0,L1,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|B|F0|L2|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,B,F0,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|B|F0|L2|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,B,F0,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|B|F0|L2|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,B,F0,L2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|B|F0|L2|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,B,F0,L2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|B|F1|L1|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,B,F1,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|B|F1|L1|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,B,F1,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|B|F1|L1|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,B,F1,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|B|F1|L1|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,B,F1,L1,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|B|F1|L2|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,B,F1,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|B|F1|L2|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,B,F1,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|B|F1|L2|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,B,F1,L2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|B|F1|L2|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,B,F1,L2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|B|F2|L1|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,B,F2,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|B|F2|L1|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,B,F2,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|B|F2|L1|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,B,F2,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|B|F2|L1|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,B,F2,L1,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|B|F2|L2|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,B,F2,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|B|F2|L2|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,B,F2,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|B|F2|L2|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,B,F2,L2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|B|F2|L2|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,B,F2,L2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|B|F3|L1|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,B,F3,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|B|F3|L1|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,B,F3,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|B|F3|L1|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,B,F3,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|B|F3|L1|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,B,F3,L1,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|B|F3|L2|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,B,F3,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|B|F3|L2|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,B,F3,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|B|F3|L2|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,B,F3,L2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|B|F3|L2|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,B,F3,L2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|B|F4|L1|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,B,F4,L1,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|B|F4|L1|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,B,F4,L1,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|B|F4|L1|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,B,F4,L1,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|B|F4|L1|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,B,F4,L1,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S2|B|F4|L2|1|8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,S2,B,F4,L2,1,8e786060cee1bb7141ae24780ea6aa41fa6288956918e1e2203bc71df05a06b4,,train
S2|B|F4|L2|2|cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,S2,B,F4,L2,2,cb9334ae318a9af68f9f84f9493b1e29f9efd42c03f8c838672956a3f3cf7698,,train
S2|B|F4|L2|3|6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,S2,B,F4,L2,3,6d22ff8ca7e48c0f6c9c3900c3312a570cb43d72540a9bbb4192120417301366,,train
S2|B|F4|L2|4|813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,S2,B,F4,L2,4,813ffb8b5d176d4ea11b5e9acdc992f4050e1d8fc193d8c576e16d85593e8443,,train
S3|A|F0|L1|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,A,F0,L1,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|A|F0|L1|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,A,F0,L1,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|A|F0|L1|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,A,F0,L1,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|A|F0|L1|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,A,F0,L1,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|A|F0|L2|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,A,F0,L2,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
S3|A|F0|L2|2|0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,S3,A,F0,L2,2,0d31669092a33d8232e3b1d06652ce8f2ac19c4fbfeb0e5f93b508ff235b0f8f,,train
S3|A|F0|L2|3|c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,S3,A,F0,L2,3,c6307b01c04705d46e9220227c3b8c7d27c1f0f911d20617206de4662681ea5a,,train
S3|A|F0|L2|4|b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,S3,A,F0,L2,4,b258cc09b6128f27fa0ebfff222e0807b0cc1100bfc1187ee0ef7251702b5c14,,train
S3|A|F1|L1|1|301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,S3,A,F1,L1,1,301fb37c77c6691aa16a90e8fe244be76835fa4abccbc0210460e769ce921311,,train
